Sentiment,tweet
1,plus if you think about it if the number &quot; &quot; is considered &quot;lucky &quot; then must be twice as lucky sorry den &quot;go tony &quot;
0,grrrr wanted to try and sell this vodafone sim card but my dad went and broke the seal for some reason
0,i can t hold dishes or spell tonight
0,sweet i love baker college of muskegon its just too bad that my credits arent going to transfer when i move
0,i cant sleep ughh;;
1,not sure either lol
0,gdnight i have another very long day tomorrow dont get unfollow
1,excited for toy story
0,i miss this soo much it was so magical and happy paris is amaaazing i want to go back sooon
0,not here
0,drain from ac in attic overflowed water in the wall
0,i m so sorry ness you don t deserve all this
1,i see i shall go back to minding my own business
1,yes you should i got to buy it the day it comes out
0,sunnnnshineeee ; sunburn
1,just finished posting a couple of things on ebay yay
1,got a subway blt sub loves u mommy
1,is not feeling good off to bed wonder what life has in store for me tomorrow goodnight
0,skank you not gon have any room left for us to get a matching tatt
0,i can has new lappy this one overheats and shuts off so fast
1,movie night yes at work better than nothing
1,got maya and dmax i just wanted to know how its like i ll just play around with it
1,it must b nice
0,well im at bus traing
0,wwe released jon cutler
1,bye gonna go online later pm take care evryone
1,i like the word polopoly
1,had my anti d shot now home chillin
0,darn or tv broke a few days ago now and i can t watch the ellen show i terribly miss her show
1,birthday wish peace of mind everyday
1,i really like the guy that plays eric
1,i just got on we were out messing with the garden kid is in bed now so its quiet time lol sox can dm me if he has questions
1,hopefully you will be home soon so you can watch and tweet
0,whappen u were in an accident or sum n
1,where the heck are ya
0,ii missss yuuu martin
0,last day of school moz sooooo upsetting and then some weird man exmaining my mouth what an exciting day
1,karina are you on facebook would love to add you to my friends
1,yeah that was fun i ve already planted the flowers maybe i ll have a hybrid from your flowers the next time we visit
0,no new episodes of snl either so i m stuck waiting for true blood and watching the news the only two things that are new
0,washing dishes or twittering i know which i d rather do but sadly also know which i have to do back soon
0,i used to like at st nick i miss harlem
0,is only getting more and more upset going to bed early and wishing things were a lot different also thoughtful but speechless
1,i love summer thunderstorms
1,to get some maccas kcool lovely
0,boo i can t see the picture not found
1,relieved things are going smoothly now
1,omg aloha from hawaii gosh u played w jobros dream come true for me * * my two fave bands &lt;
0,i fell asleeeeeeeeeeep for hours &gt; &lt; i still have tons of work
0,quick bep cd review i only like the ones where fergie is singing why i wanted to love it all
1,i don t like that twitterific doesn t put the comments on twitpic now i have to put the comments again sorry for the next tweets
0,using twitter for teh first time and that too from office waiting for other members of car pool to be free
0,up and not excited to be
0,cancelled in other news no rotf you cannot open a day earlier
0,tonight was soo fun babysitting again but its cool money honey misssin my besties
0,create a new id because of the locked one
1,haha yeah same especially wen i hear their song being played on the radio too xd
1,thanks for the intro neat tune
0,oh no so sorry
0,can you still chat internet is down here only have iphone
0,i haven t had enough time to play with it
0,i don t have a spouse
1,we just saw lis go back on the bus n she sais she would come back out in a minute
0,still debating whether the funds can sustain another night out tonight i need a friggin job
0,awww i m such a punk i miss you boo
0,all i did was to reach out what a great way in responding
0,dallas at am to have blood drawn at the transplant institute and then have a native kidney sonogram done
0,just ate a ton of cookies now my tummy hurts
1,every song i hear on the radio is just like any other son i hear on the radio my god why don t they play some music
0,i left my car charger in overnight on tuesday and it killed it soooo no car for me
0,more craft projects to go amber s senior walk and picnic tomorrow have to be up at
0,we miss you already why can t you be everywhere at once gah
0,if i can t sleep with socks on why would i be able to sleep with hot feet stupid weather it s soo hott
1,lol okay
1,ohhhh gee caliches delish
1,ok ok i was only joing i will try and be online tonite
1,due to have a half hour skype call with soon soon but anytime after should be fine
0,oh wow scary i was in my room and i was like &quot;what the fuck not again &quot;
1,awww baby you know that s the sacrifice for fame you re at a place where everybody knows your name cheers
1,comin soon still can t wait
1,meow woof bah moo quack squeek
1,headed home from a good night at work
0,what happened to my early night am about to turn into a pumpkin
0,i ve been bed ridden for most of the day finally out of bed again
1,dl ing kim bum s i m going to meet her now &lt;
0,no internet again
0,anybody here i feel alone
1,and by the way congrats
1,exams in ended season is off now holiday time
1,patch day
0,true we get unlimited calls w telstra for about us only comes with mb data though coverage is fullproof
1,yay thanks
0,lol i love the rain i was so hoping it wud rain here tonight but mother nature was just a tease what kind of dog
1,the girl in pink came into the shop she was dressed all in pink such a nice girl tho i don t really like pink p
0,rice karuhi pochu today sadly need to trash most of them brought only lil amt of rice cooker doesn t give the rd whistle all
1,is this you
1,red flags go out to all the jump off s ahem i m home haaaaa ha haaa ha
0,i got wax on my right boob
0,tell me about it well it s sky that s keeping it all to themselves wish could afford better tv
1,any hostel recommendation in scandinavia wanna make a review in my blog
